,address,sold,days,discount,price,Ration2Median,MonthList,MonthSold,NumList,NumPC,NumSold
814,"27 Mount Joy Ave, Scarsdale, NY 10583",1,121,98.1,1300000,0.99,5,9,1,0,1
815,"22 Seely Pl, Scarsdale, NY 10583",1,240,92.3,885000,0.67,1,9,1,0,1
816,"164 White Rd, Scarsdale, NY 10583",1,83,89.5,760000,0.58,7,9,1,1,1
817,"1 Maple Ridge Ct, Scarsdale, NY 10583",1,117,91.1,1685000,1.28,6,9,1,1,2
818,"44 Montrose Rd, Scarsdale, NY 10583",1,0,100.0,6495,0.0,4,8,1,0,4
819,"756 Scarsdale Ave, Scarsdale, NY 10583",1,113,95.1,655000,0.5,5,9,1,1,1
820,"15 Kaateskill Pl, Scarsdale, NY 10583",1,111,96.8,657500,0.5,5,9,1,0,1
821,"147 Johnson Rd, Scarsdale, NY 10583",1,91,93.5,795000,0.61,6,9,5,5,6
822,"98 Brite Ave, Scarsdale, NY 10583",1,104,86.7,1125000,0.86,6,9,1,2,1
823,"31 Dobbs Ter, Scarsdale, NY 10583",1,139,90.3,1435000,1.09,5,9,3,1,2
824,"74 Park Ave, Bronxville, NY 10708",1,76,97.9,2150000,2.57,1,4,1,0,3
825,"125 White Plains Rd, Bronxville, NY 10708",1,188,93.6,2335000,2.79,9,4,5,0,3
826,"10 Dewitt Ave, Bronxville, NY 10708",1,65,101.4,810000,0.97,12,2,2,2,3
827,"11 Lee Pl, Bronxville, NY 10708",1,145,90.1,1500000,1.79,9,1,1,0,3
828,"1 Allen Pl, Bronxville, NY 10708",1,176,91.5,685000,0.82,7,1,1,1,1
829,"75 Summit Ave, Bronxville, NY 10708",1,62,99.1,2625000,3.13,11,1,1,0,2
830,"29 Village Ln, Bronxville, NY 10708",1,71,98.3,2900000,3.46,10,12,1,0,2
831,"56 Summit Ave, Bronxville, NY 10708",1,306,76.6,1800000,2.15,1,12,4,3,3
832,"105 Birch Brook Rd, Bronxville, NY 10708",1,0,100.0,550000,0.66,0,11,0,0,1
833,"10 South Rd, Bronxville, NY 10708",1,0,100.0,360000,0.43,0,10,0,0,1
834,"7 Hawthorne Rd, Bronxville, NY 10708",1,0,100.0,950000,1.13,0,6,0,0,2
835,"44 Ledgewood Rd, Bronxville, NY 10708",1,104,95.5,950000,1.13,7,10,1,0,1
836,"55 Alder Ln, Bronxville, NY 10708",1,459,7.9,150000,0.18,7,8,3,6,3
837,"3 Fordal Rd, Bronxville, NY 10708",1,0,100.0,2261768,2.7,0,12,0,0,3
838,"15 Desmond Ave, Bronxville, NY 10708",1,207,82.6,487082,0.58,3,9,2,4,4
839,"1388 Midland Ave, Bronxville, NY 10708",1,0,100.0,593000,0.71,0,10,0,0,2
840,"64 Archer Dr, Bronxville, NY 10708",1,111,96.5,695000,0.83,6,9,2,2,2
841,"103 Chatfield Rd, Bronxville, NY 10708",1,63,101.4,725000,0.87,7,9,1,0,2
842,"40 Oriole Ave, Bronxville, NY 10708",1,0,100.0,2650000,3.16,0,4,0,0,2
843,"6 Links Dr, Great Neck, NY 11020",1,177,81.5,1100000,1.0,11,5,1,1,1
844,"1 Horizon Rd, Great Neck, NY 11020",1,214,84.8,1220000,1.11,10,5,3,2,2
845,"19 Rivers Dr, Great Neck, NY 11020",1,405,84.5,1010000,0.92,3,5,1,3,2
846,"39 Olive St, Great Neck, NY 11020",1,309,75.1,2020000,1.84,6,5,3,4,2
847,"35 Pine Hill Rd, Great Neck, NY 11020",1,195,87.0,1120000,1.02,10,4,2,0,1
848,"10 Dorset Rd, Great Neck, NY 11020",1,376,67.6,1135000,1.03,4,4,5,7,2
849,"46 Somerset Dr N, Great Neck, NY 11020",1,583,81.4,1220000,1.11,9,4,3,10,2
850,"25 Robbins Ln, Great Neck, NY 11020",1,119,96.9,1550000,1.41,12,4,1,1,2
851,"12 Highland Pl, Great Neck, NY 11020",1,224,87.9,790000,0.72,8,3,2,1,2
852,"75 Somerset Dr S, Great Neck, NY 11020",1,217,77.9,925000,0.84,8,3,2,3,1
853,"93 Manor Dr, Great Neck, NY 11020",1,217,91.1,800000,0.73,8,3,2,2,1
854,"20 Lake Rd, Great Neck, NY 11020",1,252,78.7,1800000,1.64,6,2,3,1,1
855,"30 Westminster Rd, Great Neck, NY 11020",0,64,100.0,750000,0.68,4,0,1,0,1
856,"36 Overlook Rd, Great Neck, NY 11020",1,111,94.7,1136000,1.03,9,1,1,0,1
857,"39 Tanners Rd, Great Neck, NY 11020",1,687,80.4,2000000,1.82,2,1,2,2,2
858,"5 Market Ln, Great Neck, NY 11020",1,186,76.8,920000,0.84,7,1,8,9,3
859,"50 Somerset Dr S, Great Neck, NY 11020",1,0,100.0,1050000,0.95,0,7,0,2,2
860,"15 Tanners Rd, Great Neck, NY 11020",1,301,96.6,2300000,2.09,2,12,4,2,2
861,"31 Allen Dr, Great Neck, NY 11020",1,186,98.3,590000,0.54,6,12,1,0,1
862,"9 Lake Rd W, Great Neck, NY 11020",1,200,71.1,1265000,1.15,5,12,1,1,1
863,"8 Somerset Dr, Great Neck, NY 11020",1,0,100.0,1320000,1.2,0,11,0,0,1
864,"60 Meadow Woods Rd, Lake Success, NY 11020",1,0,100.0,1180000,1.07,0,11,0,0,1
865,"4612 Arcadia Ln, Great Neck, NY 11020",1,0,100.0,980000,0.89,0,4,0,0,2
866,"2 School House Ln, Great Neck, NY 11020",1,232,85.5,1255000,1.14,3,11,4,3,3
867,"45 Soundview Dr, Great Neck, NY 11020",1,186,82.2,1068000,0.97,5,11,1,4,2
868,"77 Pine Hill Rd, Great Neck, NY 11020",1,198,304.5,4567500,4.15,4,11,4,3,2
869,"300 Lakeville Rd, Great Neck, NY 11020",1,123,96.5,915000,0.83,7,11,4,3,2
870,"129 Soundview Dr, Great Neck, NY 11020",1,0,100.0,1320000,1.2,0,10,0,0,1
871,"9 Cherry Brook Pl N, Great Neck, NY 11020",1,0,100.0,740000,0.67,0,10,0,0,1
872,"66 Meadow Woods Rd, Lake Success, NY 11020",1,312,74.6,2200000,2.0,12,10,3,2,2
873,"10 Briarfield Dr, Great Neck, NY 11020",1,232,96.8,1198000,1.09,2,10,2,4,2
874,"34 Old Farm Rd, Great Neck, NY 11020",1,0,100.0,4112500,3.74,0,10,0,0,1
875,"14 Robbins Ln, Great Neck, NY 11020",1,348,92.2,1475000,1.34,10,10,3,3,1
876,"2 Fox Hunt Ln, Great Neck, NY 11020",1,207,78.5,1875000,1.7,3,9,2,2,2
877,"3 W Woods Rd, Great Neck, NY 11020",1,194,320.7,4900000,4.45,3,9,1,1,1
878,"21 Linford Rd, Great Neck, NY 11021",1,84,79.9,1038000,0.96,3,6,1,0,1
879,"6 2nd Rd, Great Neck, NY 11021",1,88,97.7,780000,0.72,3,6,1,0,1
880,"25 Ascot Ridge Rd, Great Neck, NY 11021",1,61,94.7,945000,0.88,4,6,3,1,2
881,"15 Longview Pl, Great Neck, NY 11021",1,98,94.1,1200000,1.11,2,5,1,0,4
882,"6 Willow Pl, Great Neck, NY 11021",1,216,85.0,840000,0.78,10,5,1,2,2
883,"45 Cedar Dr, Great Neck, NY 11021",1,433,76.9,1170000,1.08,3,5,1,6,4
884,"32 Arleigh Rd, Great Neck, NY 11021",1,169,83.6,1170000,1.08,11,5,4,4,2
885,"6 Lodge Rd, Great Neck, NY 11021",1,239,84.4,1140000,1.06,9,5,2,2,2
886,"19 Deepdale Dr, Great Neck, NY 11021",1,830,66.3,1650000,1.53,1,5,1,5,2
887,"17 Arbor St, Great Neck, NY 11021",1,141,109.1,915000,0.85,12,5,1,0,1
888,"10 Garden St, Great Neck, NY 11021",1,139,96.5,915000,0.85,12,4,1,0,1
889,"16 Amherst Rd, Great Neck, NY 11021",1,300,79.9,2705400,2.5,6,4,1,2,2
890,"12 Embassy Ct, Great Neck, NY 11021",1,300,80.6,925000,0.86,6,4,1,4,1
891,"220 Clent Rd, Great Neck, NY 11021",1,366,88.9,1500000,1.39,4,4,3,4,2
892,"32 Elliot Rd, Great Neck, NY 11021",1,172,91.1,910000,0.84,9,3,2,1,1
893,"32 Hickory Dr, Great Neck, NY 11021",1,630,71.9,3012000,2.79,6,2,1,7,2
894,"14 Pearce Pl, Great Neck, NY 11021",1,322,96.9,630000,0.58,4,2,1,4,3
895,"1 Grace Ct N, Great Neck, NY 11021",1,0,100.0,840000,0.78,10,2,1,0,2
896,"26 Knightsbridge Rd, Great Neck, NY 11021",1,145,93.6,1355000,1.25,9,2,2,0,1
897,"7 Dodford Rd, Great Neck, NY 11021",1,147,89.3,1339988,1.24,9,2,1,1,1
898,"27 Genevieve Pl, Great Neck, NY 11021",1,245,61.9,822500,0.76,5,1,4,0,1
899,"1 Genevieve Pl, Great Neck, NY 11021",1,107,88.9,855000,0.79,10,1,1,1,2
900,"91 Arleigh Rd, Great Neck, NY 11021",1,283,81.4,1300000,1.2,4,1,6,18,2
901,"81 Maple Dr, Great Neck, NY 11021",1,664,80.5,1850000,1.71,3,1,3,1,3
902,"7 Bayview Ave, Great Neck, NY 11021",1,321,100.0,1100000,1.02,2,1,2,4,1
903,"391 Great Neck Rd #D, Great Neck, NY 11021",1,0,100.0,818000,0.76,0,1,0,0,1
904,"8 Brookbridge Rd, Great Neck, NY 11021",1,148,92.0,1275000,1.18,8,1,1,0,4
905,"3 Harris Ct, Great Neck, NY 11021",1,0,100.0,1150000,1.06,0,12,0,0,3
906,"34 Beverly Rd, Great Neck, NY 11021",1,475,72.3,1930000,1.79,9,1,3,3,2
907,"1 Pine Dr, Great Neck, NY 11021",1,321,57.8,1150000,1.06,2,1,1,2,1
908,"39 Clover Dr, Great Neck, NY 11021",1,0,100.0,1575000,1.46,0,6,0,0,2
909,"75 Bayview Ave, Great Neck, NY 11021",1,0,100.0,998000,0.92,3,10,3,29,2
910,"26 Shadow Ln, Great Neck, NY 11021",1,200,82.4,1400000,1.3,5,11,1,2,2
911,"5 North Dr, Great Neck, NY 11021",1,321,71.7,1900000,1.76,1,11,1,2,3
912,"47 Deepdale Dr, Great Neck, NY 11021",1,0,100.0,2150000,1.99,11,3,1,0,2
913,"10 Broadway, Great Neck, NY 11021",1,122,91.4,730000,0.68,7,11,1,1,1
914,"3 Valley View Rd, Great Neck, NY 11021",1,1985,95.7,550000,0.51,6,11,1,0,1
915,"7 Walnut Pl, Great Neck, NY 11021",1,142,89.6,680000,0.63,6,11,1,1,1
916,"2 Crescent Rd, Great Neck, NY 11021",1,174,84.5,1120000,1.04,5,11,1,1,2
917,"264 Schenck Ave, Great Neck, NY 11021",1,106,91.5,730000,0.68,7,11,2,0,4
918,"74 Beverly Rd, Great Neck, NY 11021",1,0,100.0,4200000,3.89,0,11,0,0,1
919,"47 Jayson Ave, Great Neck, NY 11021",1,98,100.0,857000,0.79,7,10,2,0,1
920,"4 Robin Way, Great Neck, NY 11021",1,0,100.0,1100000,1.02,0,10,0,0,1
921,"239 Schenck Ave, Great Neck, NY 11021",1,0,100.0,951310,0.88,0,10,0,0,1
922,"21 Ascot Ridge Rd, Great Neck, NY 11021",1,411,87.0,999000,0.92,9,10,3,5,3
923,"26 Hillcrest Dr, Great Neck, NY 11021",1,258,87.2,1525000,1.41,2,10,2,2,1
924,"39 Jayson Ave, Great Neck, NY 11021",1,195,91.1,900000,0.83,4,10,1,1,2
925,"118 Overlook Ave, Great Neck, NY 11021",1,86,83.1,2150000,1.99,7,10,1,0,2
926,"21 Arleigh Rd, Great Neck, NY 11021",1,143,88.0,1650000,1.53,5,10,1,1,1
927,"24 Clair St, Great Neck, NY 11021",1,174,96.7,955000,0.88,4,10,1,2,1
928,"12 Clover Dr, Great Neck, NY 11021",1,567,75.9,2800000,2.59,3,10,2,5,2
929,"248 Schenck Ave, Great Neck, NY 11021",1,91,102.4,900000,0.83,7,10,2,0,1
930,"10 Carlton Rd, Great Neck, NY 11021",1,192,89.8,1247000,1.15,3,9,1,2,1
931,"18 Oak Dr, Great Neck, NY 11021",1,0,100.0,4532500,4.2,0,9,0,0,1
932,"79 Tobin Ave, Great Neck, NY 11021",1,154,90.4,805000,0.75,4,9,1,0,1
933,"11 Saint George Rd, Great Neck, NY 11021",1,196,85.8,1030000,0.95,3,9,2,2,1
934,"14 Lawson Ln, Great Neck, NY 11023",1,81,97.6,956000,1.09,3,6,1,0,1
935,"7 W End Ave, Great Neck, NY 11023",1,133,97.9,1467000,1.67,1,5,1,0,2
936,"136 Baker Hill Rd, Great Neck, NY 11023",1,203,72.3,650000,0.74,10,5,1,1,1
937,"6 Surrey Ln, Great Neck, NY 11023",1,134,96.7,1015000,1.15,12,5,1,0,1
938,"93 Fairview Ave, Great Neck, NY 11023",1,195,85.5,930000,1.06,10,5,1,1,1
939,"20 Old Pond Rd, Great Neck, NY 11023",1,173,89.0,1135000,1.29,11,5,2,11,4
940,"66 Colgate Rd, Great Neck, NY 11023",1,106,93.3,1050000,1.19,1,5,1,0,2
941,"50 Gristmill Ln, Great Neck, NY 11023",1,0,100.0,1350000,1.54,0,4,0,0,1
942,"85 Allenwood Rd, Great Neck, NY 11023",1,219,87.3,842000,0.96,9,4,2,2,2
943,"4 Bentley Rd, Great Neck, NY 11023",1,379,86.8,1465000,1.67,4,4,1,4,1
944,"139 Wooleys Ln, Great Neck, NY 11023",1,382,73.5,1462000,1.66,3,4,1,5,1
945,"7 Shore Park Rd, Great Neck, NY 11023",1,194,94.7,1325000,1.51,9,4,1,0,1
946,"120 Station Rd #D, Great Neck, NY 11023",1,1862,144.0,1210000,1.38,2,4,1,2,1
947,"18 Duxbury Rd, Great Neck, NY 11023",1,284,32.3,416500,0.47,6,3,2,3,3
948,"10 Lawson Ln, Great Neck, NY 11023",1,317,86.7,1625000,1.85,5,3,1,0,2
949,"16 Lawson Ln, Great Neck, NY 11023",1,518,74.9,1030000,1.17,11,4,1,2,1
950,"5 Cambridge Rd, Great Neck, NY 11023",1,281,77.6,842000,0.96,5,2,3,4,1
951,"9 Wimbleton Ln, Great Neck, NY 11023",1,467,0.4,3975,0.0,11,2,2,2,2
952,"124 Station Rd, Great Neck, NY 11023",1,0,100.0,2600000,2.96,11,4,1,1,3
953,"34 Devon Rd, Great Neck, NY 11023",1,6,92.9,1753500,1.99,1,1,3,5,2
954,"220 Gristmill Ln, Great Neck, NY 11023",1,350,77.8,3888000,4.42,2,1,3,0,4
955,"69 Plymouth Rd, Great Neck, NY 11023",1,79,95.2,760000,0.86,10,1,1,0,1
956,"24 Ravine Rd, Great Neck, NY 11023",1,256,97.5,1265000,1.44,5,1,4,1,2
957,"3 Stony Run Rd, Great Neck, NY 11023",1,198,71.2,855000,0.97,6,1,1,0,1
958,"52 Berkshire Rd, Great Neck, NY 11023",1,238,90.6,940000,1.07,5,1,1,2,1
959,"25 Old Colony Ln, Great Neck, NY 11023",1,162,88.0,872000,0.99,7,1,1,2,2
960,"49 Hampshire Rd, Great Neck, NY 11023",1,170,93.6,925000,1.05,7,1,4,2,3
961,"40 Edgewater Ln, Great Neck, NY 11023",1,0,100.0,2910000,3.31,0,12,0,0,1
962,"89 Station Rd, Great Neck, NY 11023",1,61,91.0,635000,0.72,10,12,1,0,1
963,"64 Piccadilly Rd, Great Neck, NY 11023",1,185,80.6,750000,0.85,6,12,1,1,1
964,"95 Beach Rd, Great Neck, NY 11023",1,0,100.0,765000,0.87,0,10,0,0,2
965,"36 Shore Park Rd, Great Neck, NY 11023",1,233,293.6,5250000,5.97,3,11,1,2,3
966,"3 Wooleys Ln, Great Neck, NY 11023",1,0,100.0,4235000,4.82,0,11,0,0,1
967,"61 Franklin Pl, Great Neck, NY 11023",1,147,95.9,957500,1.09,6,11,2,3,2
968,"66 Essex Rd, Great Neck, NY 11023",1,0,100.0,850000,0.97,7,10,1,0,2
969,"28 Chadwick Rd, Great Neck, NY 11023",1,70,92.0,735000,0.84,8,10,1,0,1
970,"17 Essex Rd, Great Neck, NY 11023",1,365,78.0,1559000,1.77,10,10,1,4,1
971,"86 Old Pond Rd, Great Neck, NY 11023",1,182,85.6,2300000,2.62,4,10,3,1,3
972,"93 Beach Rd, Great Neck, NY 11023",1,0,100.0,980000,1.11,7,2,2,0,3
973,"26 Pond Park Rd, Great Neck, NY 11023",1,0,100.0,1330000,1.51,10,9,1,0,2
974,"4 Preston Rd, Great Neck, NY 11023",1,0,100.0,843000,0.96,0,10,0,0,1
975,"9 Nirvana Ave, Great Neck, NY 11023",1,0,100.0,950000,1.08,0,10,0,0,2
976,"69 Station Rd, Great Neck, NY 11023",1,164,86.8,1300000,1.48,4,9,1,1,1
977,"42 Arrandale Ave, Great Neck, NY 11024",1,81,96.9,770000,0.5,2,5,1,0,1
978,"1 Locust Cove Ln, Great Neck, NY 11024",1,367,60.1,2525000,1.64,5,5,1,3,1
979,"103 Van Nostrand Ave, Great Neck, NY 11024",1,316,69.8,550000,0.36,6,4,1,3,1
980,"2 Old Tree Ln, Great Neck, NY 11024",1,0,100.0,780000,0.51,0,4,0,0,1
981,"5 Beech Ln, Great Neck, NY 11024",1,0,100.0,3400000,2.21,0,4,0,0,1
982,"5 Steven Ln, Great Neck, NY 11024",1,127,100.0,1888000,1.23,11,4,1,0,1
983,"12 Hemlock Dr, Great Neck, NY 11024",1,526,80.2,2000000,1.3,10,3,1,0,2
984,"5 Stepping Stone Ln, Great Neck, NY 11024",1,143,89.6,1201000,0.78,10,3,3,2,2
985,"10 Radcliff Dr, Great Neck, NY 11024",1,151,89.6,830000,0.54,10,3,1,1,1
986,"6 Romola Dr, Great Neck, NY 11024",1,0,100.0,2075000,1.35,6,1,1,3,2
987,"2 Fairfield Rd, Great Neck, NY 11024",1,313,82.9,1880000,1.22,4,2,2,1,1
988,"31 Wildwood Dr, Great Neck, NY 11024",1,8,84.3,4300000,2.8,1,2,2,1,1
989,"2 Dock Ln, Great Neck, NY 11024",1,0,100.0,4307347,2.8,0,1,0,0,1
990,"14 Split Rock Dr, Great Neck, NY 11024",1,248,81.5,2690000,1.75,5,1,5,23,2
991,"19 Martin Ct, Great Neck, NY 11024",1,0,100.0,2500000,1.63,5,1,2,2,3
992,"108 Van Nostrand Ave, Great Neck, NY 11024",1,251,82.4,700000,0.46,5,1,2,4,3
993,"5 Cherry Ln, Great Neck, NY 11024",1,352,83.1,2150000,1.4,1,1,1,2,1
994,"85 Red Brook Rd, Great Neck, NY 11024",1,151,88.2,3350000,2.18,8,1,3,2,5
995,"6 Potters Ln, Great Neck, NY 11024",1,569,78.5,690000,0.45,6,12,2,3,4
996,"32 Arrandale Ave, Great Neck, NY 11024",1,166,87.3,1681000,1.09,7,12,1,1,1
997,"6 Cathy Ln, Great Neck, NY 11024",1,0,100.0,955000,0.62,0,9,0,0,2
998,"17 Arrandale Ave, Great Neck, NY 11024",1,252,89.7,1300000,0.85,4,12,2,4,1
999,"43 Ellard Ave, Great Neck, NY 11024",1,189,96.4,760000,0.49,5,12,1,0,2
1000,"10 Bancroft Ln, Great Neck, NY 11024",1,0,100.0,1436000,0.93,0,12,0,0,1
1001,"9 Gutheil Ln, Great Neck, NY 11024",1,0,100.0,690000,0.45,7,1,2,2,3
1002,"1 Ballantine Ln, Great Neck, NY 11024",1,410,82.6,4750000,3.09,10,11,1,0,3
1003,"1 Orchard Ln, Great Neck, NY 11024",1,206,86.8,1960000,1.27,5,11,2,0,2
1004,"5 Sinclair Dr, Great Neck, NY 11024",1,345,71.5,2500000,1.63,12,11,1,2,1
1005,"23 Margaret Ct, Great Neck, NY 11024",1,0,100.0,1040000,0.68,5,3,2,2,4
1006,"6 Lee Ct, Great Neck, NY 11024",1,132,96.4,510000,0.33,6,11,1,1,3
1007,"10 Red Brook Rd, Great Neck, NY 11024",1,238,0.4,3500,0.0,3,11,2,3,3
1008,"18 Franklin Rd, Great Neck, NY 11024",1,68,91.1,815000,0.53,8,10,3,0,2
1009,"19 Lighthouse Rd, Great Neck, NY 11024",1,147,81.2,2600000,1.69,6,10,2,0,1
1010,"4 Henhawk Rd, Great Neck, NY 11024",1,375,71.7,3800000,2.47,10,10,2,4,2
1011,"532 E Shore Rd, Great Neck, NY 11024",1,1273,73.8,2360000,1.53,4,10,2,0,3
1012,"6 Hewlett Pl, Great Neck, NY 11024",1,37,94.0,750000,0.49,9,10,2,0,3
1013,"11 Beech Ln, Great Neck, NY 11024",1,175,78.4,6500000,4.23,4,10,2,0,1
1014,"10 Hamptworth Dr, Great Neck, NY 11024",1,245,46.3,1850000,1.2,1,10,1,3,2
1015,"30 Wildwood Dr, Great Neck, NY 11024",1,509,66.1,1850000,1.2,5,10,1,2,1
1016,"16 Shore Dr, Kings Point, NY 11024",1,0,100.0,7900000,5.14,0,5,0,0,2
1017,"1 Poplar Ct, Great Neck, NY 11024",1,0,100.0,960045,0.62,0,9,0,0,1
1018,"3 Hall Ct, Great Neck, NY 11024",1,164,296.6,5600000,3.64,4,9,1,0,1
1019,"305 Stonytown Rd, Manhasset, NY 11030",1,117,100.0,849000,0.61,1,5,3,4,2
1020,"18 South Dr, Manhasset, NY 11030",1,278,84.1,799000,0.57,8,5,3,4,5
1021,"46 Rolling Hill Rd, Manhasset, NY 11030",1,113,93.4,1260000,0.9,1,5,2,1,2
1022,"35 Knickerbocker Rd, Manhasset, NY 11030",1,248,82.2,1890000,1.35,9,5,1,1,2
1023,"46 Pickwick Rd, Manhasset, NY 11030",1,298,77.9,1400000,1.0,7,5,1,4,1
1024,"92 Bayview Rd, Manhasset, NY 11030",1,349,85.8,3475000,2.49,5,5,3,3,2
1025,"26 The Ter, Manhasset, NY 11030",1,180,80.6,4030000,2.88,11,5,6,3,1
1026,"162 Remington Rd, Manhasset, NY 11030",1,175,96.8,1765000,1.26,11,5,1,0,1
1027,"97 Dogwood Ln, Manhasset, NY 11030",1,105,97.0,1550000,1.11,1,5,1,0,1
1028,"42 Central Dr, Manhasset, NY 11030",1,0,100.0,3413600,2.44,0,12,0,0,2
1029,"185 Thompson Shore Rd, Manhasset, NY 11030",1,88,104.3,1030000,0.74,1,4,1,0,2
1030,"40 South Dr, Plandome, NY 11030",1,293,90.5,3890500,2.78,7,4,2,0,2
1031,"14 Stone Hill Dr N, Manhasset, NY 11030",1,661,52.7,2100000,1.5,6,4,1,7,1
1032,"45 Van Arsdale Pl, Manhasset, NY 11030",1,0,100.0,1735916,1.24,9,1,1,0,4
1033,"30 Blackburn Ln, Manhasset, NY 11030",1,188,86.8,1974500,1.41,10,4,1,2,2
1034,"16 Inness Pl, Manhasset, NY 11030",1,147,108.9,2176000,1.56,11,4,1,0,3
1035,"59 Sherry Hill Ln, Manhasset, NY 11030",1,377,89.0,1500000,1.07,3,4,1,2,4
1036,"520 Park Ave, Manhasset, NY 11030",1,334,87.8,1975000,1.41,5,4,1,1,3
1037,"107 Aldershot Ln, Manhasset, NY 11030",1,202,88.6,1505000,1.08,9,4,1,2,2
1038,"272 Crabapple Rd, Manhasset, NY 11030",1,262,74.1,2955000,2.11,7,3,1,3,1
1039,"66 Dorchester Dr, Manhasset, NY 11030",1,308,90.6,3125000,2.24,5,4,1,1,3
1040,"24 Oxford Rd, Manhasset, NY 11030",1,160,96.1,1225000,0.88,10,3,5,1,2
1041,"50 Eakins Rd, Manhasset, NY 11030",1,62,98.5,1615000,1.16,1,3,1,0,2
1042,"36 Burnham Pl, Manhasset, NY 11030",1,147,103.4,3100000,2.22,10,3,1,0,2
1043,"81 Cove Dr, Manhasset, NY 11030",1,180,92.7,1390000,0.99,9,3,2,1,2
1044,"145 Northwoods Rd, Manhasset, NY 11030",1,133,88.4,1900000,1.36,10,3,1,0,1
1045,"56 Great Oak Rd, Manhasset, NY 11030",1,144,92.9,1300000,0.93,10,3,2,0,3
1046,"101 Shoreview Rd, Manhasset, NY 11030",1,194,86.9,868500,0.62,8,3,1,2,2
1047,"34 Sutton Crst, Manhasset, NY 11030",0,101,187.3,3325000,2.38,3,3,1,43,1
1048,"43 Homewood Pl, Manhasset, NY 11030",1,308,84.5,1520000,1.09,4,3,5,3,2
1049,"252 Mason Dr, Manhasset, NY 11030",1,168,88.0,1125000,0.81,9,2,1,0,2
1050,"5 Thayer Rd, Manhasset, NY 11030",1,283,82.6,1270000,0.91,5,2,1,3,1
1051,"184 Circle Dr, Manhasset, NY 11030",1,354,842.1,20000000,14.31,3,2,2,1,2
1052,"1060 Plandome Rd, Manhasset, NY 11030",1,350,85.4,1280000,0.92,3,2,2,7,1
1053,"115 Andrew Rd, Manhasset, NY 11030",1,222,98.5,1210000,0.87,7,2,2,0,3
1054,"25 Woodhill Ln, Manhasset, NY 11030",1,148,96.7,1545000,1.11,9,2,1,0,2
1055,"49 Grandview Cir, Manhasset, NY 11030",1,77,96.5,1375000,0.98,11,2,1,0,1
1056,"26 Bristol Dr, Manhasset, NY 11030",1,279,293.5,7280000,5.21,4,2,2,1,1
1057,"5 Knolls Ln, Manhasset, NY 11030",1,317,89.0,3850000,2.75,3,2,2,3,3
1058,"66 Birch Ln, Manhasset, NY 11030",1,553,74.0,2960000,2.12,7,1,1,4,2
1059,"127 Hillside Ave, Manhasset, NY 11030",1,130,90.0,675000,0.48,9,1,1,1,2
1060,"39 Whistler Rd, Manhasset, NY 11030",1,269,80.7,2300000,1.65,4,1,1,1,1
1061,"36 Bay Driveway, Manhasset, NY 11030",1,119,101.6,1625000,1.16,9,1,4,3,5
1062,"32 Strickland Pl, Manhasset, NY 11030",1,123,93.4,2325000,1.66,9,1,3,4,3
1063,"164 Country Club Dr, Manhasset, NY 11030",1,0,100.0,1700000,1.22,0,4,0,0,2
1064,"89 Deepdale Dr, Manhasset, NY 11030",1,104,92.5,1410000,1.01,10,1,3,1,4
1065,"46 Crabapple Rd, Manhasset, NY 11030",1,111,101.9,1829000,1.31,9,1,1,0,3
1066,"33 Buckminster Ln, Manhasset, NY 11030",1,94,95.1,1425000,1.02,10,1,1,0,1
1067,"23 Bonnie Heights Rd, Manhasset, NY 11030",1,217,95.0,3800000,2.72,6,1,3,1,1
1068,"1 Rugby Rd, Manhasset, NY 11030",1,134,1000.0,1325000,0.95,8,1,1,1,2
1069,"27 Shelter Rock Rd, Manhasset, NY 11030",1,0,100.0,975000,0.7,0,1,0,0,1
1070,"20 Dartmouth Rd, Manhasset, NY 11030",1,105,98.0,1450000,1.04,9,1,5,0,2
1071,"255 Park Ave, Manhasset, NY 11030",1,244,91.4,1370000,0.98,5,1,1,1,1
1072,"120 Chestnut Rd, Manhasset, NY 11030",1,174,84.4,1180500,0.84,7,1,1,1,1
1073,"79 Colonial Pkwy, Manhasset, NY 11030",1,153,319.0,5897500,4.22,8,1,1,0,2
1074,"247 Sussex Dr, Manhasset, NY 11030",1,259,79.0,1735000,1.24,4,1,1,2,1
1075,"152 Plymouth Ct, Manhasset, NY 11030",1,1133,70.4,2800000,2.0,11,12,1,4,1
1076,"86 Memorial Pl, Manhasset, NY 11030",1,121,100.0,1200000,0.86,8,12,2,0,2
1077,"24 South Dr, Plandome, NY 11030",1,0,100.0,2000000,1.43,0,12,0,0,1
1078,"45 Drake Ln, Manhasset, NY 11030",1,102,86.5,1600000,1.14,9,12,1,1,1
1079,"20 Ridge Dr, Manhasset, NY 11030",1,86,104.1,935000,0.67,9,12,2,0,2
1080,"1 Bayview Ct, Manhasset, NY 11030",1,92,98.2,820000,0.59,9,12,1,0,2
1081,"7 Overlook Cir, Manhasset, NY 11030",1,174,95.2,2950000,2.11,6,12,1,0,2
1082,"107 Colonial Pkwy, Manhasset, NY 11030",1,188,89.5,4025000,2.88,6,12,2,0,2
1083,"62 Borglum Rd, Manhasset, NY 11030",1,275,81.9,1187000,0.85,3,12,1,4,2
1084,"443 Park Ave, Manhasset, NY 11030",1,87,85.5,999000,0.71,9,12,1,0,3
1085,"35 Vanderbilt Rd, Manhasset, NY 11030",1,140,100.0,1150000,0.82,7,12,1,0,1
